name,type,capacity_mw,operator,state,osm_id,lng,lat
Parbati-III,hydro,520.0,NHPC,Himachal Pradesh,way/823477063,77.3319587,31.7855112
Parbati-II,hydro,800.0,NHPC,Himachal Pradesh,way/823477064,77.3277855,31.7837635
Sewa II,hydro,120.0,NHPC Limited,Himachal Pradesh,way/823477065,75.9159176,32.6241334
Rampur Hydro Power Station,hydro,412.0,SJVN Limited,Himachal Pradesh,way/823477066,77.5925048,31.400082
Guttigoli,solar,135.0,Unknown,Karnataka,way/823552657,75.2704722,16.1259584
Unnamed Unknown Plant,hydro,0,Unknown,Kerala,way/824048282,76.9724717,9.9988308
Unchahar,solar,10.0,Unknown,Uttar Pradesh,way/828003914,81.3142883,25.8887578
Raichur Thermal Power Station,coal,1720.0,Karnataka Power Corporation Limited,Karnataka,way/828881768,77.3371733,16.3609603
Virannapalle,solar,50.0,APSPDCL,Andhra Pradesh,way/829077917,77.8417664,15.0231577
GRT 6,solar,0,Unknown,Tamil Nadu,way/830287986,78.0518639,9.4412777
Kallurani Phoebus,solar,0,Unknown,Tamil Nadu,way/830292748,78.1516126,9.4546352
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/830292749,78.1530972,9.4696033
Kallurani Aadhavan,solar,50.0,Unknown,Tamil Nadu,way/830292750,78.1500032,9.4461077
Muthuramalingapuram,solar,8.0,Unknown,Tamil Nadu,way/830292751,78.1720859,9.4380881
Warora,solar,0,Unknown,Maharashtra,way/833168981,79.0245499,20.3010821
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/835271856,72.1879206,27.3611065
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/835271857,72.1835473,27.3719755
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/835271858,72.1729714,27.366594
Sandynulla Power SubStaion,hydro,0,TNEB,Tamil Nadu,way/837311391,76.6450176,11.4393049
Mandideep Graphite Power Station,coal,0,HEG Limited,Madhya Pradesh,way/837683587,77.5298088,23.0986305
Gummidipoondi Suryadev Power Plant,coal,0,Unknown,Tamil Nadu,way/840721283,80.1083484,13.383699
TCPL Power Plant,coal,0,TCPL,Tamil Nadu,way/840721284,80.1134097,13.3839651
Unnamed Unknown Plant,coal,0,Unknown,Tamil Nadu,way/840721287,80.0697434,13.4051113
Chennai OPG Power Plant,coal,600.0,OPG Power Ventures,Tamil Nadu,way/840721288,80.0964448,13.4366671
Unnamed Coal Plant,coal,70.0,Unknown,Tamil Nadu,way/840721289,80.0871241,13.4249443
ARS Metals Gummidipoondi captive power station,coal,60.0,ARS Metals,Tamil Nadu,way/840721291,80.0651781,13.423079
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/841480871,78.2579338,18.3716907
Durg,solar,25.0,Unknown,Chhattisgarh,way/856831622,81.2734464,21.5217377
Unnamed Solar Plant,solar,0,Unknown,West Bengal,way/860910377,88.4522168,22.6780939
Unnamed Solar Plant,solar,0,Unknown,West Bengal,way/860910389,88.4476331,22.6356252
Unnamed Wind Plant,wind,0,Unknown,Maharashtra,way/861266253,74.8482676,19.0873722
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/864904512,78.2582961,9.3369245
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/865564230,78.0352637,9.6017111
Unnamed Solar Plant,solar,0.4,Unknown,Maharashtra,way/866657938,73.5566787,19.7010946
INA Solar Plant,solar,0,INA,Kerala,way/867808075,75.1993654,12.0186266
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/867822460,78.3859139,9.221976
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/867822462,78.4087224,9.2211187
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/868066337,72.1406829,27.3368713
Unnamed Solar Plant,solar,10.0,Unknown,Rajasthan,way/868066338,72.1556778,27.3480026
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/868076330,72.1405093,27.363354
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/868076331,72.138741,27.3511831
GENSU Solar Power Plant,solar,87.0,Torrent Power,Gujarat,way/868966721,72.9995477,21.3421903
Dhirubhai Ambani Solar Park,solar,40.0,Unknown,Rajasthan,way/869120333,72.0080905,26.8035021
Unnamed Solar Plant,solar,15.2,Precious (Moser Baer),Gujarat,way/870803708,71.9415131,23.9133523
Unnamed Solar Plant,solar,10.0,Unknown,Gujarat,way/870803709,71.9328788,23.9128269
"Vadodara canal,Sama",solar,10.0,Unknown,Gujarat,way/870907566,73.1898324,22.350603
Amod,solar,0,Unknown,Gujarat,way/871092796,72.9001183,21.8931543
Gabat,solar,38.0,Unknown,Gujarat,way/871123567,73.3783186,23.2237035
Chidra,solar,44.0,Unknown,Gujarat,way/871181082,72.621029,22.0655016
Bahadurgarh,solar,50.0,Unknown,Punjab,way/871410432,74.6900984,30.1556498
Mankhera,solar,25.0,Unknown,Punjab,way/871558615,75.2412669,29.5902516
Jhunir,solar,10.0,Unknown,Punjab,way/871558617,75.3722888,29.8108603
Lakhmirwala,solar,21.0,Unknown,Punjab,way/871558618,75.4015625,29.8506314
Boha,solar,4.0,Unknown,Punjab,way/871558622,75.5323228,29.8214605
Boha,solar,4.0,Unknown,Punjab,way/871558623,75.4900834,29.8506408
Bareh,solar,10.5,Rays Power Infra,Punjab,way/871558624,75.4771551,29.8756016
Saspali,solar,25.0,Unknown,Punjab,way/871558625,75.5979135,29.8205237
Unnamed Solar Plant,solar,0,Unknown,Haryana,way/871595822,75.0867354,29.7879713
Teona Pujarian,solar,30.0,Unknown,Haryana,way/871595823,75.077801,29.9040061
Lakhewali,solar,2.1,Unknown,Punjab,way/871599734,74.3316358,30.4368572
Muradwala Dal Singh,solar,21.0,Unknown,Punjab,way/871599735,74.2526007,30.2544658
Usman Khera,solar,25.0,Unknown,Punjab,way/871599736,73.9049274,30.0363009
Daulat Pura,solar,25.0,Unknown,Punjab,way/871599737,74.0396333,30.0868312
Sikh Wala,solar,19.0,Unknown,Punjab,way/871599738,74.5462811,30.0209304
Banwala Anu,solar,25.0,Unknown,Punjab,way/871599739,74.6009445,30.0126786
Tahliwala Jattan,solar,15.0,Unknown,Punjab,way/871603100,74.1901642,30.3481632
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/871686007,77.3576686,14.1885769
Kambalahalli A,solar,30.0,Unknown,Karnataka,way/871686008,77.3802455,14.2038985
Kambalahalli B,solar,30.0,Unknown,Karnataka,way/871686009,77.3474608,14.1939596
Sangat Pura,solar,10.0,Unknown,Punjab,way/871714596,75.7758674,29.9608929
Killanwali,solar,24.0,Unknown,Punjab,way/871716957,74.6755555,29.9491571
Bahadur Khera,solar,25.0,Unknown,Punjab,way/871719770,74.3443953,30.1160832
Indiranagar,solar,7.0,Unknown,Karnataka,way/871802420,77.4389959,14.1768534
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/871802465,77.348582,14.2433013
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/871802466,77.3529433,14.2423329
Rojhani- Agar Malwa,solar,30.5,Unknown,Madhya Pradesh,way/871820153,75.9238502,23.7026102
Mograle,solar,50.0,Unknown,Maharashtra,way/871835263,74.5436914,17.8712152
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/871835376,74.8920218,15.8999158
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/871835968,74.8946357,15.9133821
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/871836950,79.5846928,14.6505732
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/871840478,78.794129,10.7481009
Chhirbel,solar,50.0,Unknown,Madhya Pradesh,way/872371875,76.1136581,21.8492555
Mahabubnagar Solar Park,solar,20.0,Telangana Solar Power Corporation,Andhra Pradesh,way/872711383,77.6649848,16.6274975
Utraula Thermal Power Station,coal,90.0,Bajaj Energy Limited,Uttar Pradesh,way/875213046,82.3176921,27.3479932
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/875497736,74.633021,25.8895024
Unnamed Solar Plant,solar,1.0,Unknown,Rajasthan,way/875497737,74.6362464,25.8874163
Mettur Malco Power Plant,coal,0,Unknown,Tamil Nadu,way/876239840,77.8273365,11.8124094
Nimbera,solar,10.0,Unknown,Rajasthan,way/877979229,74.8699781,25.650468
Unnamed Solar Plant,solar,0,Unknown,Puducherry,way/887052249,79.8162812,10.8596904
Kishanganga Hydroelectric Plant,hydro,330.0,NHPC Limited,Jammu and Kashmir,way/887909891,74.7514617,34.6490673
Unnamed Solar Plant,solar,0,Unknown,Jammu and Kashmir,way/896069529,78.6427934,33.600525
Unnamed Solar Plant,solar,0.02,Unknown,Arunachal Pradesh,way/896470920,93.2066704,28.4356769
Unnamed Solar Plant,solar,0,Rays Power Infra,Karnataka,way/899905597,76.2361345,15.7677624
Project Jamkhandi,solar,56.0,Rays Power Infra,Karnataka,way/899907048,75.230998,16.5551394
Project Jalaun,solar,55.0,Rays Power Infra,Uttar Pradesh,way/899908558,79.6049233,26.097376
Project Haridwar 2,solar,24.0,Rays Power Infra,Uttaranchal,way/899918369,77.7572152,29.8741998
Project Haridwar,solar,30.0,Rays Power Infra,Uttaranchal,way/899918370,77.7365059,29.8784901
Project Medak,solar,22.02,Rays Power Infra,Andhra Pradesh,way/899920880,78.6507637,18.1438968
Project Mahbubnagar,solar,21.5,Rays Power Infra,Andhra Pradesh,way/899923120,78.4736238,16.7120362
Project Uttar Pradesh,solar,5.5,Rays Power Infra,Uttar Pradesh,way/899924905,79.692256,25.8173703
Project Koppal,solar,5.5,Rays Power Infra,Karnataka,way/899925780,76.1904109,15.5862294
Project Mahbubnagar,solar,5.75,Rays Power Infra,Andhra Pradesh,way/899930532,78.3535213,16.683058
Project Haridwar 4,solar,18.0,Rays Power Infra,Uttaranchal,way/899934422,77.7355496,29.8684868
Unnamed Solar Plant,solar,1.0,Rays Power Infra,Orissa,way/899963455,84.8486003,22.2175254
Project Medak,solar,5.75,Rays Power Infra,Andhra Pradesh,way/899964143,78.3317632,17.8288141
Andhra Dam Power Station,hydro,16.0,HPSEB,Himachal Pradesh,way/900916999,77.8768434,31.2411912
E - block power grid,gas,0,Power Grid Corporation of India,Uttar Pradesh,way/903653120,77.7386981,28.958922
Dahej OPAL Captive Power Plant,gas,0,ONGC Petro additions Limited,Gujarat,way/909780506,72.6244133,21.6933785
Dahej Cogen Power Plant,coal,0,Unknown,Gujarat,way/909780549,72.5838939,21.686272
Unnamed Unknown Plant,coal,270.0,BALCO (Bharat Aluminium Company),Chhattisgarh,way/910940979,82.7448694,22.4015249
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/913226054,72.8831339,19.0492212
Hazira II (Essar) Power Plant,coal,0,Unknown,Gujarat,way/916863896,72.6401427,21.1195066
Unnamed Unknown Plant,gas,0,Unknown,Punjab,way/919692251,74.8270601,31.5631981
Unnamed Unknown Plant,gas,0,Unknown,Haryana,way/919850708,77.0000933,29.4682649
Neyveli Zero Power Plant,coal,250.0,NLC India Limited,Tamil Nadu,way/924966809,79.4148533,11.5415923
Ghugus Coal Power Plant,coal,120.0,Gupta Energy Pvt Ltd,Maharashtra,way/925371144,79.1317285,19.9295725
Rourkela Works II Power Plant,coal,0,Unknown,Orissa,way/925372111,84.8786967,22.2217742
Monarchak Gas Power Plant,gas,100.3,OTPC (ONGC Tripura Power Company),Tripura,way/925614919,91.2736015,23.4384085
Panipat Naphtha Cracker Power Plant,gas,0,Unknown,Haryana,way/926407390,76.8597266,29.4557652
HPL Cogen Haldia Power Plant,gas,0,Unknown,West Bengal,way/926899740,88.1027175,22.0661852
Unnamed Hydro Plant,hydro,0,Unknown,Uttaranchal,way/933246003,79.3851687,30.290635
Kameng hydro power station,hydro,600.0,NEEPCO (North Eastern Electric Power Corporation),Arunachal Pradesh,way/936945828,92.6826811,27.1652163
Bhira hydro power station,hydro,300.0,Tata Power,Maharashtra,way/936954862,73.3913917,18.454934
Bokaro Works Power Plant,coal,302.0,SAIL (Steel Authority of India),Jharkhand,way/936986288,86.0923057,23.6871631
Serlui B hydro power station,hydro,12.0,Unknown,Mizoram,way/937278797,92.7694273,24.3404224
Ajmer power station,coal,300.0,Shree Cement,Rajasthan,way/937836396,74.3854471,26.0743273
Chanderia Smelter Power Plant,coal,0,Unknown,Rajasthan,way/939095327,74.6676295,24.9644517
Unnamed Hydro Plant,hydro,0,Unknown,Himachal Pradesh,way/939762227,77.6145767,30.5761839
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/941384017,78.4149353,16.8100164
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/941384018,78.4120276,16.8082063
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/941384019,78.4116826,16.8007227
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/942214475,72.2108474,27.3779415
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/942214476,72.1298147,27.3699058
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/942214479,71.4133107,26.7112663
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/942214480,71.5337212,26.6821211
Jaypee Churk Power Station,coal,0,Unknown,Uttar Pradesh,way/942943736,83.1015125,24.6391562
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/943540705,76.6728586,14.6763563
Kariajhar power station,coal,120.0,Jaiprakash Associates,Madhya Pradesh,way/944333163,81.3285274,24.3295374
Southern CESC power station,coal,135.0,CESC Ltd,West Bengal,way/944914951,88.2939961,22.5479236
SANGHIPURAM CEMENT,coal,25.0,Sanghi Industries,Gujarat,way/944917515,68.5776903,23.4994277
Deenbandhu Chhotu Ram Thermal Power Station,coal,600.0,PSPCL (Punjab State Power Corporation Ltd.),Punjab,way/945259409,76.1255842,31.0188637
Aditya Cement Works Power Plant,coal,0,UltraTech Cement,Rajasthan,way/945657343,74.6101451,24.7665992
Kagithapuram Mill Power Station,coal,40.0,Tamil Nadu Newsprint & Papers,Tamil Nadu,way/947395686,77.995319,11.0535105
Bhadrak Randia Power Plant,coal,100.0,FACOR Power Ltd,Orissa,way/947508298,86.4564586,21.065816
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/951362145,83.1113175,20.6744574
Unnamed Unknown Plant,unknown,0,Unknown,Rajasthan,way/951959053,77.2237083,26.6339124
Barapole Hydro Electric Project 15 MW,hydro,15.0,Kerala State Electricity Board,Karnataka,way/955119390,75.761748,12.082771
Calicut airport solar farm,solar,0,Unknown,Kerala,way/956574330,75.952761,11.139323
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/958045670,73.9547233,20.1131713
Sengulam,hydro,0,Unknown,Kerala,way/958363684,77.030896,9.9760583
Panniyaar Hydroelectric Power station,hydro,0,KSEB,Kerala,way/958583370,77.0280393,9.9732776
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/959719216,72.9219604,19.1645928
Unnamed Solar Plant,solar,0,Unknown,Maharashtra,way/959719217,72.920424,19.1653947
Rokhia Power Plant,gas,0,Unknown,Tripura,way/959943258,91.1950989,23.6260457
Unnamed Solar Plant,solar,0,Unknown,Chhattisgarh,way/960984383,81.3738374,21.2519245
Unnamed Solar Plant,solar,0.7,Unknown,Chhattisgarh,way/961410202,81.3801124,21.2437199
"Generation Section, Kerala State Electricity Board Limited, Peppara",hydro,0,Unknown,Kerala,way/961629968,77.1373632,8.6228825
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/964184651,77.8322138,8.9455978
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/964222299,77.8381804,8.9319097
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/964517522,77.8984664,8.9714786
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/964875824,79.3583492,25.711086
Jaisalmer Civil Air Enclave Solar Farm,solar,0,Unknown,Rajasthan,way/965352419,70.8577125,26.8713227
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/966795642,84.04826,21.7209534
Shree Ras Cement Power Station,coal,0,Shree Cement Limited,Rajasthan,way/968962951,74.1875606,26.2631026
IOCL Panipat Captive Power Plant,gas,120.0,Indian Oil Corporation Limited,Haryana,way/969637161,76.8755935,29.4675506
Valantharavai Combined Cycle Gas Power Plant,gas,0,Unknown,Tamil Nadu,way/969654405,78.9215134,9.3277629
Arkay Valantharvi Power Plant,gas,150.0,Unknown,Tamil Nadu,way/969657153,78.9236856,9.3278345
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/970716794,77.5132066,13.5515189
RANGANADI,hydro,670,NEEPCO,Arunachal Pradesh,way/971209669,93.8168666,27.3419703
Unnamed Unknown Plant,unknown,0,Unknown,Assam,way/971209674,95.4244646,27.4702347
Kadapa Ultra Mega Solar Park,solar,250.0,Unknown,Andhra Pradesh,way/971277366,78.2760439,14.9148641
NTPC 5 MW Solar Photo-Voltaic,solar,5.0,NTPC,Andaman and Nicobar,way/971281908,92.7105385,11.6106923
Unnamed Solar Plant,solar,1.0,Ahalia Group,Kerala,way/971286669,76.8304839,10.7943762
Ahalia Arkha Solar Power Private Limited,solar,0,Unknown,Andhra Pradesh,way/971289786,78.1815527,13.9064369
Vankal Solar Park,solar,20.0,Power & Electricity Department,Mizoram,way/971291752,93.1160564,23.6047582
Kalinganagar Tata Steel Power Station,unknown,0,Unknown,Orissa,way/971787011,85.9999117,20.9738922
Wonder Cement Power Station,unknown,0,Unknown,Rajasthan,way/971801902,74.6336319,24.6569871
Vadinar Power Plant,coal,612.0,Unknown,Gujarat,way/971811809,69.7369145,22.3251255
TATA Bhivpuri Hydroelectric Power Plant,hydro,0,Unknown,Maharashtra,way/972353126,73.4521329,18.9367388
Shiyapura Hydro Power Plant No.1,hydro,0,Unknown,Gujarat,way/973430690,72.3388481,23.2435023
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/975411726,81.7575667,26.4230635
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/976162760,76.304732,15.3687404
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/976280307,72.3578878,23.0149099
Khathitola,solar,0,Unknown,Madhya Pradesh,way/978315190,79.7355563,21.6680791
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980432371,79.4378594,25.4150578
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980432372,79.4439719,25.4130798
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980432389,79.4381731,25.4070835
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980621965,79.4128047,25.3114531
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980621966,79.4026874,25.3122193
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980624054,79.4302062,25.8495673
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980624055,79.5563317,26.0752544
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980992278,82.2993645,25.0642237
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980992279,82.3010611,25.0628217
Unnamed Solar Plant,solar,0,Unknown,Uttar Pradesh,way/980992280,82.3021271,25.0658564
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/982784431,80.8268518,17.9582097
Unnamed Solar Plant,solar,0,Unknown,Andhra Pradesh,way/982784432,80.8337813,17.9622334
Unnamed Solar Plant,solar,0,Unknown,Chhattisgarh,way/982785703,81.171049,21.1558544
BSES Kerala Power Limited,gas,173.0,BSES,Kerala,way/982933510,76.3027908,10.0707157
Unnamed Coal Plant,coal,0,Unknown,Orissa,way/983237669,85.3836179,22.1341017
Unnamed Solar Plant,solar,0,Unknown,Orissa,way/983644955,85.8249521,20.4459326
Unnamed Solar Plant,solar,0,Unknown,Daman and Diu,way/983693307,70.9533884,20.7071175
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/983694706,70.9434897,21.9891432
Chikkodi,solar,20.0,Unknown,Karnataka,way/983799813,74.5508449,16.4483227
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/983800602,74.9216804,16.4135272
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/983881168,77.7766612,9.0898978
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/983881169,77.7801481,9.0931926
Unnamed Solar Plant,solar,0,Unknown,Tamil Nadu,way/983881170,77.8474742,8.9745467
Bhadrada,solar,5.0,Unknown,Gujarat,way/984065792,71.5784007,23.6685985
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984065809,71.545864,23.6669009
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984376932,70.4128923,22.039113
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984376933,70.4075012,22.0392224
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984376934,70.4010122,22.0357828
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984376935,70.3831132,22.0827034
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984376936,70.3805235,22.0860189
Unnamed Solar Plant,solar,0,Unknown,Gujarat,way/984376937,70.3778171,22.0885788
Puchakayala,solar,20.0,Unknown,Andhra Pradesh,way/984460673,77.4913332,15.3623909
Unnamed Solar Plant,solar,2.0,Unknown,Rajasthan,way/984622290,72.1742776,27.4263235
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/984622291,72.1707129,27.4189249
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/984636567,72.1748516,27.4070926
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/984641371,72.2130006,27.3943963
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/984641377,72.2032133,27.4094378
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/984742136,71.544143,26.6012624
Unnamed Solar Plant,solar,0,Unknown,Rajasthan,way/984742142,72.4235541,27.1313794
Harapanahalli GSC,solar,4.0,Unknown,Karnataka,way/984757737,76.1265461,14.8062866
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/984757740,76.1011926,14.8059079
Harapanahalli RBW,solar,14.0,Unknown,Karnataka,way/984757744,76.0849839,14.7927563
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/984758954,76.5410801,13.9775535
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/984760038,76.6488916,13.6878955
Holalkere,solar,20.0,Unknown,Karnataka,way/984760045,76.372034,13.989578
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/984760046,76.3765455,13.9938359
Turuvekere,solar,20.0,Unknown,Karnataka,way/984760740,76.7420312,13.2694757
Unnamed Solar Plant,solar,0,Unknown,Karnataka,way/984767400,75.5549151,16.6225578
Itnal,solar,3.0,Unknown,Karnataka,way/984816618,74.6641302,16.4024419
Raibagh,solar,15.0,Unknown,Karnataka,way/984816619,74.7737069,16.3734527
Vedanta Energy Solar pvt ltd,solar,0,Unknown,Karnataka,way/984818610,76.4587447,14.5563304
